Agents,X_DIM,Y_DIM,TRIAL_NO,SCORE,DONE_RATIO,STEPS,ACTION_PROB
10,35,35,12200,-0.5425925925926455,0.0,586,[0.52066116 0.07231405 0.18595041 0.21900826 0.00206612]
10,35,35,12201,-0.5018981481481954,0.0,586,[0.05454545 0.22424242 0.37575758 0.33939394 0.00606061]
10,35,35,12202,-0.4566126543210189,16.666666666666664,586,[0.02294197 0.1659919  0.27665317 0.53036437 0.00404858]
10,35,35,12203,-0.40977430555558014,20.0,586,[0.02390057 0.23900574 0.26195029 0.47227533 0.00286807]
10,35,35,12204,-0.3845185185185399,20.0,586,[0.0351145  0.20687023 0.27480916 0.48091603 0.00229008]
10,35,35,12205,-0.38134645061730305,20.0,586,[0.03457273 0.1826484  0.26810176 0.51272016 0.00195695]
10,35,35,12206,-0.3799437830688005,18.571428571428573,586,[0.03989071 0.16994536 0.27650273 0.51202186 0.00163934]
10,35,35,12207,-0.38011863425927617,17.5,586,[0.04424779 0.15290069 0.29006883 0.51130777 0.00147493]
10,35,35,12208,-0.39566615226339347,17.77777777777778,586,[0.0515873  0.14638448 0.29585538 0.50485009 0.00132275]
10,35,35,12209,-0.38876851851853517,20.0,586,[0.08027923 0.13891798 0.31029668 0.46910995 0.00139616]
10,35,35,12210,-0.3848726851852009,20.909090909090907,586,[0.08688733 0.13876512 0.3042648  0.46880968 0.00127307]
10,35,35,12211,-0.38505594135803944,20.833333333333336,586,[0.09151851 0.13873506 0.31244535 0.45613524 0.00116584]
10,35,35,12212,-0.37079237891739314,21.538461538461537,586,[0.09451385 0.13986964 0.30662683 0.45763172 0.00135796]
10,35,35,12213,-0.37192129629631027,20.0,586,[0.0922719  0.13646937 0.30731455 0.45955027 0.0043939 ]
10,35,35,12214,-0.37775462962964457,19.333333333333332,586,[0.09204219 0.13662512 0.30872483 0.45853308 0.00407478]
10,35,35,12215,-0.3658217592592729,22.5,586,[0.10246262 0.13610378 0.30255057 0.45514512 0.00373791]
10,35,35,12216,-0.36635212418301966,22.941176470588236,586,[0.24762408 0.11298838 0.25554382 0.38067582 0.0031679 ]
10,35,35,12217,-0.36219521604939553,22.22222222222222,586,[0.24731183 0.11381307 0.25277089 0.382134   0.00397022]
10,35,35,12218,-0.36276742202730267,23.684210526315788,586,[0.30319909 0.10539846 0.23207655 0.35589831 0.00342759]
10,35,35,12219,-0.3593750000000118,24.500000000000004,586,[0.29048503 0.11052213 0.23628412 0.35926319 0.00344553]
10,35,35,12220,-0.35623015873017005,24.761904761904763,586,[0.2762714  0.1114582  0.22741472 0.35686618 0.0279895 ]
10,35,35,12221,-0.3599010942761059,24.09090909090909,586,[0.2694488  0.11036063 0.22626945 0.36678326 0.02713786]
10,35,35,12222,-0.3613048510467106,23.478260869565215,586,[0.26534211 0.11145074 0.22960263 0.36703503 0.02656948]
10,35,35,12223,-0.3607576195987771,23.333333333333336,586,[0.25813743 0.11256781 0.23112568 0.37262658 0.0255425 ]
10,35,35,12224,-0.36242268518519716,22.8,586,[0.25522222 0.11311111 0.23233333 0.37422222 0.02511111]
10,35,35,12225,-0.3614828169515789,23.076923076923077,586,[0.25227346 0.11383332 0.23194608 0.3775543  0.02439285]
10,35,35,12226,-0.3601521776406155,22.22222222222222,586,[0.25018296 0.11395714 0.23324621 0.37877679 0.02383691]
10,35,35,12227,-0.3589628802910171,22.142857142857146,586,[0.24635184 0.11370085 0.23804216 0.37880016 0.02310499]
10,35,35,12228,-0.3552390644955417,22.413793103448278,586,[0.24351514 0.11687543 0.23680836 0.38031364 0.02248742]
10,35,35,12229,-0.35371527777778916,23.0,586,[0.24890246 0.11777057 0.23535026 0.3761214  0.02185532]
10,35,35,12230,-0.35526135005974835,22.903225806451616,586,[0.24486427 0.1162876  0.23881145 0.37903522 0.02100147]
10,35,35,12231,-0.35390914351852965,22.1875,586,[0.24403207 0.11917845 0.23745609 0.37870462 0.02062877]
10,35,35,12232,-0.35640151515152646,21.81818181818182,586,[0.24259308 0.11974883 0.23702131 0.38038383 0.02025294]
10,35,35,12233,-0.36107979302833426,21.176470588235293,586,[0.24178689 0.12237094 0.23700678 0.37893273 0.01990266]
10,35,35,12234,-0.3595423280423396,21.714285714285715,586,[0.2428134  0.12366049 0.23481885 0.37906106 0.0196462 ]
10,35,35,12235,-0.35886702674898263,21.944444444444443,586,[0.23972603 0.12815646 0.23386697 0.37918798 0.01906255]
10,35,35,12236,-0.35875312812813925,21.89189189189189,586,[0.23750911 0.12729776 0.23483683 0.38165034 0.01870597]
10,35,35,12237,-0.35217348927876324,23.94736842105263,351,[0.23290318 0.12680627 0.23769415 0.38459161 0.01800479]
10,35,35,12238,-0.35166488603989676,23.333333333333332,586,[0.23134557 0.12737003 0.23769113 0.38577982 0.01781346]
10,35,35,12239,-0.3510781250000107,23.0,586,[0.22911964 0.12836719 0.23724605 0.38773514 0.01753198]
10,35,35,12240,-0.3513905826558367,23.170731707317074,586,[0.22744056 0.13011372 0.23726185 0.38797814 0.01720573]
10,35,35,12241,-0.3479792217813149,24.523809523809526,586,[0.22822563 0.12880916 0.23658238 0.38959729 0.01678553]
10,35,35,12242,-0.34962128552972566,24.186046511627907,586,[0.22509173 0.13025684 0.23885126 0.38928874 0.01651143]
10,35,35,12243,-0.35015335648149154,23.636363636363637,586,[0.22517891 0.13103592 0.23921351 0.38831376 0.0162579 ]
10,35,35,12244,-0.34843287037038007,24.22222222222222,586,[0.22347538 0.1306139  0.24089957 0.38920781 0.01580334]
10,35,35,12245,-0.34788219605476006,24.130434782608695,586,[0.22166213 0.13318299 0.23970286 0.38993168 0.01552033]
10,35,35,12246,-0.34830255122144377,23.829787234042552,586,[0.22094316 0.13356008 0.23951861 0.39067303 0.01530512]
10,35,35,12247,-0.3488177565586519,23.333333333333336,586,[0.21833162 0.13574923 0.23822091 0.39263646 0.01506179]
10,35,35,12248,-0.34917351662888363,22.857142857142858,586,[0.21742156 0.13461538 0.23753796 0.39562247 0.01480263]
10,35,35,12249,-0.3460976851851948,23.8,586,[0.21426869 0.1314221  0.25020861 0.39009417 0.01400644]
10,35,35,12250,-0.34727396514162207,23.52941176470588,586,[0.21419347 0.13125147 0.24958911 0.39117164 0.01379432]
10,35,35,12251,-0.34611867877493846,23.653846153846157,586,[0.23893408 0.12645161 0.24190743 0.37952314 0.01318373]
10,35,35,12252,-0.34347921034242745,23.962264150943398,586,[0.2370176  0.12884006 0.24139062 0.37990598 0.01284574]
10,35,35,12253,-0.343842163923192,23.703703703703706,586,[0.236775   0.12885899 0.24247192 0.37914383 0.01275026]
10,35,35,12254,-0.3451961279461375,23.454545454545457,586,[0.23402936 0.12404383 0.24545173 0.38422576 0.01224933]
10,35,35,12255,-0.3461954365079463,23.214285714285715,586,[0.23241809 0.12427274 0.24777993 0.3834337  0.01209554]
10,35,35,12256,-0.34698525828461024,22.982456140350877,586,[0.22433162 0.1205298  0.26494972 0.37851361 0.01167525]
10,35,35,12257,-0.3462178719668043,23.10344827586207,586,[0.22254252 0.12169693 0.26256366 0.38171423 0.01148266]
10,35,35,12258,-0.3447471359071033,23.389830508474578,586,[0.22323484 0.1214826  0.26081646 0.38319162 0.01127449]
10,35,35,12259,-0.3467922453703806,23.166666666666664,586,[0.22297738 0.12159017 0.26096267 0.38329764 0.01117214]
10,35,35,12260,-0.3473089329083285,22.950819672131146,586,[0.22310739 0.12129306 0.26077547 0.38377233 0.01105176]
10,35,35,12261,-0.3491459453405123,22.58064516129032,586,[0.22373744 0.12173281 0.25955725 0.38406291 0.01090959]
10,35,35,12262,-0.34751965755439007,23.49206349206349,586,[0.22511125 0.12315679 0.25887793 0.38234011 0.01051392]
10,35,35,12263,-0.34689796730325106,23.437500000000004,586,[0.22388704 0.12319185 0.25743771 0.38507708 0.01040632]
10,35,35,12264,-0.3490272435897542,23.230769230769234,586,[0.22299637 0.12494123 0.25629408 0.38542424 0.01034409]
10,35,35,12265,-0.34968276515152585,23.03030303030303,586,[0.23774245 0.12253392 0.25118621 0.378465   0.01007242]
10,35,35,12266,-0.3509121061359976,22.83582089552239,586,[0.23769952 0.12362185 0.25049366 0.37822939 0.00995557]
10,35,35,12267,-0.34898284313726563,22.941176470588236,586,[0.23706686 0.12404425 0.25008134 0.37896535 0.0098422 ]
10,35,35,12268,-0.34809279388084796,23.04347826086957,586,[0.23728201 0.12404565 0.24893514 0.38001286 0.00972434]
10,35,35,12269,-0.34611722883598933,23.42857142857143,586,[0.24024787 0.12365933 0.24731866 0.37916104 0.00961309]
10,35,35,12270,-0.346806370631205,23.239436619718315,586,[0.23893875 0.12368131 0.24779562 0.38005826 0.00952606]
10,35,35,12271,-0.3480705054012452,23.055555555555557,586,[0.23816788 0.12360166 0.24861144 0.38015333 0.0094657 ]
10,35,35,12272,-0.3485372272957995,22.876712328767127,586,[0.23787914 0.12504848 0.24839035 0.37925685 0.00942518]
10,35,35,12273,-0.3496014764764871,22.567567567567572,586,[0.23594254 0.12467353 0.24834844 0.38166385 0.00937164]
10,35,35,12274,-0.349397067901245,22.533333333333335,586,[0.23536567 0.12475293 0.24749126 0.38292535 0.0094648 ]
10,35,35,12275,-0.3487818287037141,22.631578947368425,586,[0.23589436 0.12406212 0.24636104 0.38434124 0.00934124]
10,35,35,12276,-0.347535022847533,23.24675324675325,586,[0.23501484 0.12310831 0.2458457  0.38679525 0.00923591]
10,35,35,12277,-0.3466951566951669,23.333333333333336,586,[0.23394277 0.12347488 0.2447514  0.38867109 0.00915986]
10,35,35,12278,-0.34788707219879134,23.037974683544306,586,[0.24158879 0.12217829 0.24122933 0.38601725 0.00898634]
10,35,35,12279,-0.3475416666666768,23.0,586,[0.24065238 0.12435012 0.24065238 0.3849797  0.00936543]
10,35,35,12280,-0.34737882944674064,23.209876543209873,586,[0.23818175 0.12295168 0.23909018 0.38377415 0.01600224]
10,35,35,12281,-0.3473831300813107,23.170731707317067,586,[0.23813321 0.12395548 0.23889602 0.38299643 0.01601886]
10,35,35,12282,-0.34599843819724324,23.253012048192765,586,[0.23746882 0.12813066 0.23699047 0.38162436 0.0157857 ]
10,35,35,12283,-0.3487425595238198,22.97619047619047,586,[0.23719649 0.12796708 0.23750255 0.3816228  0.01571108]
10,35,35,12284,-0.34722412854031515,23.17647058823529,586,[0.23711444 0.12840047 0.23701332 0.38189786 0.01557391]
10,35,35,12285,-0.3479196274763236,23.139534883720923,586,[0.23628425 0.12739151 0.23538431 0.38554096 0.01539897]
10,35,35,12286,-0.34776607066837945,22.988505747126435,586,[0.23572659 0.12703669 0.23489866 0.3870049  0.01533316]
10,35,35,12287,-0.34820733375421875,22.727272727272727,586,[0.23492178 0.1288249  0.23439704 0.38667148 0.01518481]
10,35,35,12288,-0.347733302122357,23.03370786516854,586,[0.23412143 0.130801   0.23382874 0.38619142 0.0150574 ]
10,35,35,12289,-0.34899408436214996,22.77777777777778,586,[0.23328592 0.13161128 0.23477305 0.38532911 0.01500065]
